row_number,term_code,subj_code,crse_numb,crse_title,crse_equiv,crse_text,note_row,crn,ptrm_code,seq_numb,schd_code,schd_type,schd_sort,credit_hrs,link_conn,start_date,end_date,sundays,mondays,tuesdays,wednesdays,thursdays,fridays,saturdays,times,locations,max_enrl,enrl,seats,wlist,perc_full,xlist_max,xlist_cur,instructors,tuition_code,tuition_desc,bill_hrs,note_bottom,notes_skill,crse_row_num,crse_row_total
11,202620,ECON,1102,Principles of Macroeconomics,,,,20960,1,T05,T,Tut,3,0,L0,07-JAN-2026,09-APR-2026,,,,,R,,,1435-1525,Studley MCCAIN ARTS&SS 2118,35,34,1,-2,97.1%,,,Staff,,,0,,[],2,42
12,202620,ECON,1102,Principles of Macroeconomics,,,,20961,1,T06,T,Tut,3,0,L0,07-JAN-2026,09-APR-2026,,M,,,,,,1435-1525,Studley MCCAIN ARTS&SS 2130,35,35,0,0,WLIST,,,Staff,,,0,,[],2,42
13,202620,ECON,1102,Principles of Macroeconomics,,,,20962,1,T07,T,Tut,3,0,L0,07-JAN-2026,09-APR-2026,,,,,R,,,0835-0925,Studley MCCAIN ARTS&SS 2102,35,17,18,0,48.6%,,,Staff,,,0,,[],2,42
14,202620,ECON,1102,Principles of Macroeconomics,,,,20963,1,T08,T,Tut,3,0,L0,07-JAN-2026,09-APR-2026,,,,,,F,,1335-1425,Studley MCCAIN ARTS&SS 2132,35,35,0,0,WLIST,,,Staff,,,0,,[],2,42
15,202620,ECON,1102,Principles of Macroeconomics,,,,20964,1,T09,T,Tut,3,0,L0,07-JAN-2026,09-APR-2026,,,,W,,,,0835-0925,Studley MCCAIN ARTS&SS 2016,35,6,29,0,17.1%,,,Staff,,,0,,[],2,42
16,202620,ECON,1102,Principles of Macroeconomics,,,,20965,1,T10,T,Tut,3,0,L0,07-JAN-2026,09-APR-2026,,,,,,F,,1135-1225,Studley MCCAIN ARTS&SS 2184,35,30,5,0,85.7%,,,Staff,,,0,,[],2,42
17,202620,ECON,1102,Principles of Macroeconomics,,,,20966,1,T11,T,Tut,3,0,L0,07-JAN-2026,09-APR-2026,,,,,,F,,1035-1125,Studley MCCAIN ARTS&SS 2116,35,34,1,0,97.1%,,,Staff,,,0,,[],2,42
18,202620,ECON,1102,Principles of Macroeconomics,,,,20967,1,T12,T,Tut,3,0,L0,07-JAN-2026,09-APR-2026,,,T,,,,,0835-0925,Studley MCCAIN ARTS&SS 2176,35,10,25,0,28.6%,,,Staff,,,0,,[],2,42
19,202620,ECON,1102,Principles of Macroeconomics,,,,20968,1,T13,T,Tut,3,0,L0,07-JAN-2026,09-APR-2026,,,,W,,,,1435-1525,Studley LSC-COMMON AREA C202,35,31,4,0,88.6%,,,Staff,,,0,,[],2,42
20,202620,ECON,1102,Principles of Macroeconomics,,,,20969,1,T14,T,Tut,3,0,L0,07-JAN-2026,09-APR-2026,,,T,,,,,1735-1825,Studley MCCAIN ARTS&SS 2102,35,28,7,0,80.0%,,,Staff,,,0,,[],2,42
21,202620,ECON,1102,Principles of Macroeconomics,,,,20970,1,T15,T,Tut,3,0,L0,07-JAN-2026,09-APR-2026,,,,,R,,,1135-1225,Studley MCCAIN ARTS&SS 2170,35,35,0,0,WLIST,,,Staff,,,0,,[],2,42
22,202620,ECON,1102,Principles of Macroeconomics,,,,20971,1,T16,T,Tut,3,0,L0,07-JAN-2026,09-APR-2026,,M,,,,,,2035-2125,Studley MCCAIN ARTS&SS 2102,35,8,27,0,22.9%,,,Staff,,,0,,[],2,42
23,202620,ECON,1102,Principles of Macroeconomics,,,,20972,1,T17,T,Tut,3,0,L0,07-JAN-2026,09-APR-2026,,,,W,,,,0935-1025,Studley MCCAIN ARTS&SS 2118,35,25,10,0,71.4%,,,Staff,,,0,,[],2,42
24,202620,ECON,1102,Principles of Macroeconomics,,,,20973,1,T18,T,Tut,3,0,L0,07-JAN-2026,09-APR-2026,,M,,,,,,1135-1225,Studley MCCAIN ARTS&SS 1170,35,35,0,0,WLIST,,,Staff,,,0,,[],2,42
25,202620,ECON,1102,Principles of Macroeconomics,,,,20974,1,T19,T,Tut,3,0,L0,07-JAN-2026,09-APR-2026,,,,,R,,,0835-0925,Studley MCCAIN ARTS&SS 2118,35,11,24,0,31.4%,,,Staff,,,0,,[],2,42
26,202620,ECON,1102,Principles of Macroeconomics,,,,20975,1,T20,T,Tut,3,0,L0,07-JAN-2026,09-APR-2026,,M,,,,,,0835-0925,Studley MCCAIN ARTS&SS 2162,35,2,33,0,5.7%,,,Staff,,,0,,[],2,42
27,202620,ECON,1102,Principles of Macroeconomics,,,,20976,1,T21,T,Tut,3,0,L0,07-JAN-2026,09-APR-2026,,M,,,,,,1135-1225,Studley MCCAIN ARTS&SS 1102,35,35,0,0,WLIST,,,Staff,,,0,,[],2,42
28,202620,ECON,1102,Principles of Macroeconomics,,,,20977,1,T22,T,Tut,3,0,L0,07-JAN-2026,09-APR-2026,,M,,,,,,1635-1725,Studley MCCAIN ARTS&SS 2118,35,33,2,0,94.3%,,,Staff,,,0,,[],2,42
29,202620,ECON,1102,Principles of Macroeconomics,,,,20978,1,T23,T,Tut,3,0,L0,07-JAN-2026,09-APR-2026,,,T,,,,,1635-1725,Studley MCCAIN ARTS&SS 2016,35,27,8,0,77.1%,,,Staff,,,0,,[],2,42
30,202620,ECON,1102,Principles of Macroeconomics,,,,20979,1,T24,T,Tut,3,0,L0,07-JAN-2026,09-APR-2026,,,T,,,,,1635-1725,Studley MCCAIN ARTS&SS 2130,35,17,18,0,48.6%,,,Staff,,,0,,[],2,42
31,202620,ECON,1102,Principles of Macroeconomics,,,,20980,1,T25,T,Tut,3,0,L0,07-JAN-2026,09-APR-2026,,,,W,,,,0835-0925,Studley MCCAIN ARTS&SS 2176,35,1,34,0,2.9%,,,Staff,,,0,,[],2,42
32,202620,ECON,1102,Principles of Macroeconomics,,,,20981,1,T26,T,Tut,3,0,L0,07-JAN-2026,09-APR-2026,,,,,,F,,0935-1025,Studley MCCAIN ARTS&SS 2118,35,11,24,0,31.4%,,,Staff,,,0,,[],2,42
33,202620,ECON,1102,Principles of Macroeconomics,,,,20982,1,T27,T,Tut,3,0,L0,07-JAN-2026,09-APR-2026,,,,W,,,,1035-1125,Studley MCCAIN ARTS&SS 2102,35,23,12,0,65.7%,,,Staff,,,0,,[],2,42
34,202620,ECON,1102,Principles of Macroeconomics,,,,20983,1,T28,T,Tut,3,0,L0,07-JAN-2026,09-APR-2026,,,,W,,,,1035-1125,Studley MCCAIN ARTS&SS 2162,35,9,26,0,25.7%,,,Staff,,,0,,[],2,42
35,202620,ECON,1102,Principles of Macroeconomics,,,,20984,1,T29,T,Tut,3,0,L0,07-JAN-2026,09-APR-2026,,,,W,,,,0935-1025,Studley MCCAIN ARTS&SS 2190,35,0,35,0,0.0%,,,Staff,,,0,,[],2,42
36,202620,ECON,2200,Intermediate Microeconomics,,,,20985,1,01,L,Lec,1,3,T0,07-JAN-2026,09-APR-2026,,M,,W,,,,1135-1255,Studley LSC-COMMON AREA C240,100,44,56,0,44.0%,,,Parra Á.,,,3,Students enrolled in ECON2200 (01) must select T01.,[],3,42
37,202620,ECON,2200,Intermediate Microeconomics,,,,20986,1,T01,T,Tut,3,0,L0,07-JAN-2026,09-APR-2026,,,,,R,,,0835-0955,Studley LSC-COMMON AREA C236,100,44,56,0,44.0%,,,Staff,,,0,,[],3,42
38,202620,ECON,2201,Intermediate Macroeconomics,,,,20987,1,01,L,Lec,1,3,T0,07-JAN-2026,09-APR-2026,,M,,W,,,,1305-1425,Studley KENNETH C ROWE MANAGEMENT 1016,60,42,18,0,70.0%,,,Okoye D.,,,3,Students registering for ECON 2201 (01)  must also register for T01.,[],4,42
39,202620,ECON,2201,Intermediate Macroeconomics,,,,20988,1,02,L,Lec,1,3,T1,07-JAN-2026,09-APR-2026,,,T,,R,,,1605-1725,Studley MONA CAMPBELL BUILDING 1108,60,47,13,0,78.3%,,,McNeil J.,,,3,Students registering for ECON 2201 (02) must register for T02.,[],4,42
40,202620,ECON,2201,Intermediate Macroeconomics,,,,20989,1,T01,T,Tut,3,0,L0,07-JAN-2026,09-APR-2026,,,,,,F,,0835-0925,Studley LSC-COMMON AREA C338,60,40,20,0,66.7%,,,Staff,,,0,,[],4,42
41,202620,ECON,2201,Intermediate Macroeconomics,,,,20990,1,T02,T,Tut,3,0,L1,07-JAN-2026,09-APR-2026,,M,,,,,,1035-1125,Studley LSC-COMMON AREA C338,60,49,11,0,81.7%,,,Staff,,,0,Students registering for ECON 2201 (02) must register for T02.,[],4,42
42,202620,ECON,2211,Economics of Innovation,,,,20991,1,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,M,,,,,,1735-2025,Studley LSC-COMMON AREA C244,50,41,9,0,82.0%,,,Simms J.,,,3,,[],5,42
43,202620,ECON,2212,Law and Economics,,,,20992,1,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,T,,,,,1735-2025,Studley LSC-COMMON AREA C238,75,37,38,0,49.3%,,,James T.,,,3,,[],6,42
44,202620,ECON,2216,Economics of Global Warming,,,,20993,1,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,T,,R,,,1005-1125,Studley LSC-PSYCHOLOGY P4260,100,47,53,0,47.0%,,,Forsdyke R.,,,3,,[],7,42
45,202620,ECON,2217,Women and the Economy,202620-GWST-2217,,,20994,1,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,M,,W,,,,1135-1255,Studley MCCAIN ARTS&SS 2132,31,24,7,0,77.4%,36,28,Akbulut-Yuksel M.,,,3,,[],8,42
46,202620,ECON,2219,Common Markt to European Union,,,,20995,1,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,M,,W,,,,1005-1125,Studley MONA CAMPBELL BUILDING 1108,50,39,11,0,78.0%,,,Bourgeois J.,,,3,,[],9,42
47,202620,ECON,2400,Economic Demography,,,,20996,1,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,T,,R,,,1005-1125,Studley MCCAIN ARTS&SS 1198,36,22,14,0,61.1%,,,Shamsuddin M.,,,3,,[],10,42
48,202620,ECON,3310,Econ Growth Hist Persp,,,,20997,1,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,T,,R,,,1435-1555,Studley MCCAIN ARTS&SS 2016,36,13,23,0,36.1%,,,Iscan T.,,,3,,[],11,42
49,202620,ECON,3319,Industrial Organization,,,,20998,1,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,M,,W,,,,1435-1555,Studley LSC-COMMON AREA C332,50,46,4,-1,92.0%,,,Parra Á.,,,3,,[],12,42
50,202620,ECON,3325,Economics of Racism,,,,20999,1,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,M,,W,,,,1005-1125,Studley MCCAIN ARTS&SS 2198,36,33,3,-1,91.7%,,,Rosenblum D.,,,3,,[],13,42
51,202620,ECON,3330,International Trade,,,,21000,1,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,M,,W,,,,1605-1725,Studley LSC-COMMON AREA C332,59,50,9,0,84.7%,,,Forsdyke R.,,,3,,[],14,42
52,202620,ECON,3338,Intro Econometrics I,,,,21001,1,01,L,Lec,1,3,B0,07-JAN-2026,09-APR-2026,,,T,,R,,,1605-1725,Studley MONA CAMPBELL BUILDING 2107,36,24,12,0,66.7%,,,Lawson N.,,,3,Students registering for ECON 3338 section 01 must register for Lab B01.,[],15,42
53,202620,ECON,3338,Intro Econometrics I,,,,21002,1,B01,B,Lab,2,0,L0,07-JAN-2026,09-APR-2026,,M,,,,,,0835-0955,Studley SIR JAMES DUNN BUILDING 301A,36,24,12,0,66.7%,,,Staff,,,0,,[],15,42
54,202620,ECON,3339,Intro Econometrics II,,,,21003,1,01,L,Lec,1,3,B0,07-JAN-2026,09-APR-2026,,,T,,R,,,1005-1125,Studley MCCAIN ARTS&SS 2190,36,24,12,0,66.7%,,,Zhou W.,,,3,Students registering for ECON 3339 must also register for ECON 3339 (B01).,[],16,42
55,202620,ECON,3339,Intro Econometrics II,,,,21004,1,B01,B,Lab,2,0,L0,07-JAN-2026,09-APR-2026,,,,,,F,,0835-0955,Studley MCCAIN ARTS&SS 2019,36,24,12,0,66.7%,,,Staff,,,0,,[],16,42
56,202620,ECON,3349,History of Economic Thought,,,,21005,1,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,T,,R,,,1135-1255,Studley MCCAIN ARTS&SS 2116,36,34,2,0,94.4%,,,Cross M.,,,3,,[],17,42
57,202620,ECON,3350,Social Cost/Benefit Analysis,,,,21006,1,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,M,,W,,,,1305-1425,Studley LSC-BIOL&EARTH B2111,50,33,17,0,66.0%,,,Forsdyke R.,,,3,,[],18,42
58,202620,ECON,3426,Monetary Policy,,,,21007,1,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,T,,R,,,1305-1425,Studley LSC-OCEANOGRAPH O3655,36,21,15,0,58.3%,,,McNeil J.,,,3,,[],19,42
59,202620,ECON,3900,Financial Mathematics,202620-MATH-3900,,,21008,1,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,T,,R,,,1305-1425,Studley CHASE BLDG 319,5,2,3,0,40.0%,35,8,Rumsey J.,,,3,,[],20,42
60,202620,ECON,4002,Experiential Learning,,,S,21009,1,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,,,,,,C/D,Consult Department,5,0,5,,0.0%,,,Staff,,,3,Permission of Instructor required to register,[],21,42
61,202620,ECON,4202,Honours Thesis II,,,S,23936,Y,01,L,Lec,1,3,,05-JAN-2026,07-APR-2026,,,,,,,,C/D,*** 07-JAN-2026 - 09-APR-2026 ***  Consult Department,25,11,14,0,44.0%,,,Ntantamis C.,,,3,"Students must be admitted to the Economics Honours program in order to register for this class. The honours application deadline is August 8th, however, early applications are encouraged and will be processed early as well. If grades are pending for ECON and/or MATH/STATS courses which are already in progress, or will be taken during the summer term , a preliminary assessment can be provided, as well as approvals, conditional on satisfactory completion of the outstanding courses. Registration for ECON 4201.03, ECON 4420.03, and ECON 4421.03 will be permitted upon acceptance into the honours program. Details as well as application forms are available from econadv@dal.ca . Part of a multi-term course. Students must also register in ECON 4201 to receive credit for this course.",[],22,42
62,202620,ECON,4360,"Ethics, Justice, & Economics",,,,21010,1,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,M,,W,,,,1135-1255,Studley MCCAIN ARTS&SS 2116,18,8,10,0,44.4%,36,18,Rosenblum D.,,,3,,[],23,42
63,202620,ECON,4420,Microeconomic Theory,,,S,21011,1,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,M,,W,,,,1435-1555,Studley MCCAIN ARTS&SS 1130,35,9,26,0,25.7%,,,Yuksel M.,,,3,"Registration for ECON 4201.03, ECON 4202.03, ECON4420.03, and ECON 4421.03 will be permitted upon  acceptance into the honours program.",[],24,42
64,202620,ECON,4440,Time Series in Economics,,,,21012,1,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,M,,W,,,,1305-1425,Studley LSC-COMMON AREA C334,20,7,13,0,35.0%,35,9,Ntantamis C.,,,3,,[],25,42
65,202620,ECON,5254,Applied Development Economics,,,R,23343,2,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,M,,W,,,,1005-1125,Studley MCCAIN ARTS&SS 2184,36,12,24,0,33.3%,,,Akbulut-Yuksel M.,,,3,Graduate students other than Economics students wishing to register for this course must contact the instructor for permission.,[],26,42
66,202620,ECON,5330,International Trade,,,R,23344,2,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,T,,,,,1435-1725,Studley MCCAIN ARTS&SS 2017,20,10,10,0,50.0%,,,Rankaduwa W.,,,3,Graduate students other than Economics students wishing to register for this course must contact the instructor for permission. Visiting Economics graduate students must also contact the instructor for permission to register.,[],27,42
67,202620,ECON,5360,"Ethics, Justice & Economics",,,R,23345,2,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,M,,W,,,,1135-1255,Studley MCCAIN ARTS&SS 2116,18,10,8,0,55.6%,36,18,Rosenblum D.,,,3,Graduate students other than Economics students wishing to register for this course must contact the instructor for permission.,[],28,42
68,202620,ECON,5440,Time Series in Economics,,,R,23346,2,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,M,,W,,,,1305-1425,Studley LSC-COMMON AREA C334,15,2,13,0,13.3%,35,9,Ntantamis C.,,,3,Graduate students other than Economics students wishing to register for this course must contact the instructor for permission.,[],29,42
69,202620,ECON,5517,Environmental Economics,,,R,23347,2,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,T,,R,,,1135-1255,Studley MCCAIN ARTS&SS 2176,25,12,13,0,48.0%,,,Ayer N.,,,3,Graduate students other than Economics students wishing to register for this course must contact the instructor for permission. Visiting Economics graduate students must also contact the instructor for permission to register.,[],30,42
70,202620,ECON,5522,Labour Economics,,,R,23348,2,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,T,,R,,,1305-1425,Studley MCCAIN ARTS&SS 2116,36,4,32,0,11.1%,,,Zhou W.,,,3,Graduate students other than Economics students wishing to register for this course must contact the instructor for permission. Visiting Economics graduate students must also contact the instructor for permission to register.,[],31,42
71,202620,ECON,5525,Applied Econometrics,,,R,23349,2,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,M,,W,,,,1605-1725,Studley MCCAIN ARTS&SS 2019,36,4,32,0,11.1%,,,Yuksel M.,,,3,Graduate students other than MA and PhD Economics students wishing to register for this course must contact the instructor for permission. Visiting Economics graduate students must also contact the instructor for permission to register.,[],32,42
72,202620,ECON,6534,Advanced Econometrics,,,R,23351,2,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,T,,R,,,1435-1555,Studley MCCAIN ARTS&SS 2021,5,3,2,0,60.0%,,,Lawson N.,,,3,Graduate students other than PhD Economics students wishing to register for this course must contact the instructor for permission,[],33,42
73,202620,ECON,6600,Advanced Macro Theory,,,R,23352,2,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,T,,R,,,1005-1125,Consult Department,5,3,2,0,60.0%,,,Giusto A.,,,3,Graduate students other than PhD Economics students wishing to register for this course must contact the instructor for permission.,[],34,42
74,202620,ECON,6609,Advanced Micro Theory,,,R,23353,2,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,M,,W,,,,1005-1125,Consult Department,5,4,1,0,80.0%,,,Tumennasan N.,,,3,Graduate students other than PhD Economics students wishing to register for this course must contact the instructor for permission.,[],35,42
75,202620,ECON,6683,Spec. Topics in Adv Economics,,,S R,24409,2,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,,,,F,,1135-1325,Studley MCCAIN ARTS&SS 1130,5,4,1,,80.0%,,,Giusto A.,,,3,,[],36,42
76,202620,ECON,8891,Co-Op Work Term I,,,,21013,1,01,W,WkT,8,0,,07-JAN-2026,09-APR-2026,,,,,,,,C/D,Consult Department,3,0,3,,0.0%,,,Ntantamis C.,,,0,,[],37,42
77,202620,ECON,8892,Co-Op Work Term II,,,,21014,1,01,W,WkT,8,0,,07-JAN-2026,09-APR-2026,,,,,,,,C/D,Consult Department,3,1,2,,33.3%,,,Ntantamis C.,,,0,,[],38,42
78,202620,ECON,8893,Co-Op Work Term III,,,,21015,1,01,W,WkT,8,0,,07-JAN-2026,09-APR-2026,,,,,,,,C/D,Consult Department,3,0,3,,0.0%,,,Ntantamis C.,,,0,,[],39,42
79,202620,ECON,9000,Master's Thesis,,,S R,24412,2,01,S,Ths,8,0,,07-JAN-2026,09-APR-2026,,,,,,,,C/D,Consult Department,5,6,-1,,FULL,,,Giusto A.,,,0,,[],40,42
80,202620,ECON,9520,Comprehensive Doctoral Examina,,,S R,23354,2,01,S,Ths,8,0,,07-JAN-2026,09-APR-2026,,,,,,,,C/D,Consult Department,10,0,10,,0.0%,,,Giusto A.,,,0,,[],41,42
81,202620,ECON,9530,Doctoral Thesis,,,S R,23355,2,01,S,Ths,8,0,,07-JAN-2026,09-APR-2026,,,,,,,,C/D,Consult Department,10,3,7,,30.0%,,,Giusto A.,,,0,,[],42,42
1,202620,ECOA,1001,Principles of Macroeconomics,,,,20944,1,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,T,,R,,,1305-1425,Agricultural AGRICULTURAL COX INSTITUTE 157,40,20,20,,50.0%,,,Grant G.,,,3,,[],1,8
2,202620,ECOA,1001,Principles of Macroeconomics,,,,20945,1,99,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,,,,,,C/D,Online-ASYNCHRONOUS SESSION,40,3,37,,7.5%,,,Grant G.,,,3,,[],1,8
3,202620,ECOA,3001,Econometrics 1,,,,24302,1,01,L,Lec,1,3,B0,07-JAN-2026,09-APR-2026,,,T,,R,,,0835-0955,Agricultural AGRICULTURAL COX INSTITUTE 360,10,1,9,,10.0%,,,Grant G.,,,3,,[],2,8
4,202620,ECOA,3001,Econometrics 1,,,,24303,1,B01,B,Lab,2,0,L0,07-JAN-2026,09-APR-2026,,,,W,,,,1035-1125,Agricultural AGRICULTURAL COX INSTITUTE 360,10,1,9,,10.0%,,,Clark S.,,,0,,[],2,8
5,202620,ECOA,3002,Agricultural & Food Policy I,,,,20946,1,01,L,Lec,1,3,B0,07-JAN-2026,09-APR-2026,,,T,,R,,,1605-1725,Agricultural AGRICULTURAL COX INSTITUTE 356,25,12,13,,48.0%,,,Grant H.,,,3,,[],3,8
6,202620,ECOA,3002,Agricultural & Food Policy I,,,,20947,1,B01,B,Lab,2,0,L0,07-JAN-2026,09-APR-2026,,,,,R,,,0935-1125,Agricultural AGRICULTURAL COX INSTITUTE 300,25,12,13,,48.0%,,,Grant H.,,,0,,[],3,8
7,202620,ECOA,3004,Agricultural Markets & Prices,,,,20948,1,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,,,,,,C/D C/D,Online-ASYNCHRONOUS SESSION Online-ASYNCHRONOUS C/D,25,2,23,,8.0%,,,Grant G.,,,3,,[],4,8
8,202620,ECOA,3005,Agri Production Economics,,,S,24289,1,01,L,Lec,1,3,B0,07-JAN-2026,09-APR-2026,,M,,W,,,,1305-1425,Agricultural AGRICULTURAL COX INSTITUTE 300,5,1,4,,20.0%,,,Yiridoe E.,,,3,,[],5,8
9,202620,ECOA,3005,Agri Production Economics,,,S,24290,1,B01,B,Lab,2,0,L0,07-JAN-2026,09-APR-2026,,,T,,,,,1035-1125,Agricultural AGRICULTURAL COX INSTITUTE 358,5,1,4,,20.0%,,,Yiridoe E.,,,0,,[],5,8
10,202620,ECOA,3008,Environmental Economics (A),,,,24288,1,99,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,,,,,,C/D,Online-ASYNCHRONOUS SESSION,30,0,30,,0.0%,,,Dunlop D.,,,3,,[],6,8
11,202620,ECOA,4000,Advanced Microeconomics,,,S,24291,1,01,L,Lec,1,3,B0,07-JAN-2026,09-APR-2026,,,T,,R,,,1305-1425,Agricultural AGRICULTURAL COX INSTITUTE 383,32,0,32,,0.0%,,,Yiridoe E.,,,3,,[],7,8
12,202620,ECOA,4000,Advanced Microeconomics,,,,24292,1,B01,B,Lab,2,0,L0,07-JAN-2026,09-APR-2026,,,,,,F,,0935-1125,Agricultural AGRICULTURAL COX INSTITUTE 354,32,0,32,,0.0%,,,Yiridoe E.,,,0,,[],7,8
13,202620,ECOA,4004,Trade,,,,20949,1,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,M,,W,,,,1135-1255,Agricultural BANTING BUILDING 25,30,3,27,,10.0%,,,Dunlop D.,,,3,,[],8,8
1,202620,ECED,2001,Circuit Analysis,,,R,20905,1,01,L,Lec,1,3,B0,07-JAN-2026,09-APR-2026,,,T,,R,,,1135-1255,Sexton B BUILDING B225,94,76,18,,80.9%,,,Chen Z.,,,3,,[],1,38
2,202620,ECED,2001,Circuit Analysis,,,,20906,1,B01,B,Lab,2,0,L0,07-JAN-2026,09-APR-2026,,,T T,,,,,1405-1655 1405-1655,Sexton ELECTRICAL ENGI-C BLDG C234 Sexton EMERA IDEA BUILDING 2005,47,46,1,,97.9%,,,Chen Z.,,,0,,[],1,38
3,202620,ECED,2001,Circuit Analysis,,,,20907,1,B02,B,Lab,2,0,L0,07-JAN-2026,09-APR-2026,,,,,R   R   R,,,1405-1655   1405-1655   1405-1655,*** 07-JAN-2026 - 22-FEB-2026 ***  Sexton EMERA IDEA BUILDING 2005        *** 23-FEB-2026 - 06-MAR-2026 ***  Sexton ELECTRICAL ENGI-C BLDG C234        *** 07-MAR-2026 - 09-APR-2026 ***  Sexton EMERA IDEA BUILDING 2005,47,30,17,,63.8%,,,Chen Z.,,,0,,[],1,38
4,202620,ECED,2200,Digital Circuits,,,R,20908,1,01,L,Lec,1,3,B0,07-JAN-2026,09-APR-2026,,,T,,R,,,1005-1125,Sexton B BUILDING B225,95,72,23,,75.8%,,,Ma Y.,,,3,,[],2,38
5,202620,ECED,2200,Digital Circuits,,,,20909,1,B01,B,Lab,2,0,L0,07-JAN-2026,09-APR-2026,,M,,,,,,1435-1725,Sexton ELECTRICAL ENGI-C BLDG C234,95,72,23,,75.8%,,,Ma Y.,,,0,,[],2,38
6,202620,ECED,3201,Intro to Electronics,,,R,20910,1,01,L,Lec,1,3,B0,07-JAN-2026,09-APR-2026,,,T,,R,,,1305-1425,Sexton INDUSTRIAL ENG & CONT ED ADDIT 220,115,112,3,,97.4%,,,Park K.,,,3,,[],3,38
7,202620,ECED,3201,Intro to Electronics,,,,20911,1,B01,B,Lab,2,0,L0,07-JAN-2026,09-APR-2026,,M,,,,,,0835-1125,Sexton ELECTRICAL ENGI-C BLDG C234,115,112,3,0,97.4%,,,Park K.,,,0,,[],3,38
8,202620,ECED,3301,Electromagnetic Waves & Prop.,,,R,20912,1,01,L,Lec,1,3,T0,07-JAN-2026,09-APR-2026,,M,,W,,,,1135-1255 1435-1555,Sexton INDUSTRIAL ENG & CONT ED ADDIT 220 Sexton INDUSTRIAL ENG & CONT ED ADDIT 220,92,72,20,0,78.3%,,,Cada M.,,,3,,[],4,38
9,202620,ECED,3301,Electromagnetic Waves & Prop.,,,,20913,1,T01,T,Tut,3,0,L0,07-JAN-2026,09-APR-2026,,,T,,,,,1435-1725,Sexton B BUILDING ADDITION B311,92,72,20,0,78.3%,,,Cada M.,,,0,,[],4,38
10,202620,ECED,3403,Computer Architecture,,,R,20914,1,01,L,Lec,1,3,B0,07-JAN-2026,09-APR-2026,,M,,W,,,,1135-1255 1435-1555,Sexton B BUILDING B229 Sexton B BUILDING B229,64,28,36,0,43.8%,,,O'Flynn C.,,,3,,[],5,38
11,202620,ECED,3403,Computer Architecture,,,,20915,1,B01,B,Lab,2,0,L0,07-JAN-2026,09-APR-2026,,,T,,,,,1435-1725,Sexton B BUILDING B229,64,28,36,0,43.8%,,,O'Flynn C.,,,0,,[],5,38
12,202620,ECED,3430,Algorithms for Comp Eng,,,,24102,1,01,L,Lec,1,3,T0,07-JAN-2026,09-APR-2026,,,T,,R,,,0835-0955,Sexton B BUILDING B229,64,20,44,,31.3%,,,Park K.,,,3,,[],6,38
13,202620,ECED,3430,Algorithms for Comp Eng,,,,24103,1,T01,T,Tut,3,0,L0,07-JAN-2026,09-APR-2026,,,,,,F,,0935-1125,Sexton B BUILDING B229,64,20,44,,31.3%,,,Park K.,,,0,,[],6,38
14,202620,ECED,3511,Communication Systems,,,R,20916,1,01,L,Lec,1,3,B0,07-JAN-2026,09-APR-2026,,,T,,R,,,1035-1155 1035-1155,Sexton A. L. MACDONALD-D BLDG D406 Sexton A. L. MACDONALD-D BLDG D406,125,107,18,0,85.6%,,,Trukhachev D.,,,3,,[],7,38
